review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country
R01117,2025-08-28,P011,1,stopped working after a few weeks,True,2,United States
R01118,2026-06-15,P022,1,box arrived crushed,True,3,United States
R01119,2026-06-12,P014,5,worth every dollar,True,7,United Kingdom
R01120,2026-01-05,P030,5,comfortable for long sessions,True,5,Australia
R01121,2025-12-07,P004,4,great value for the price,True,2,Australia
R01122,2026-02-14,P014,5,comfortable for long sessions,True,1,United Kingdom
R01123,2025-10-03,P029,5,has held up really well,True,3,United States
R01124,2026-06-23,P004,3,does what the listing says,True,5,United States
R01125,2025-10-29,P018,5,fast delivery with no damage,True,4,Australia
R01126,2026-07-12,P008,1,fit is too tight,True,1,Germany
R01127,2026-01-23,P008,3,does what the listing says,True,1,United States
R01128,2025-08-21,P009,1,defective finish out of the box,True,2,Canada
R01129,2025-12-04,P024,5,excellent price to performance,True,1,United States
R01130,2025-09-14,P018,5,arrived early and well packaged,True,10,Australia
R01131,2026-01-14,P016,2,confusing setup and difficult controls,True,5,United States
R01132,2026-03-16,P019,3,broke much sooner than expected,True,2,Germany
R01133,2026-02-15,P027,5,arrived early and well packaged,True,1,United States
R01134,2025-09-11,P029,3,average experience,True,7,Canada
R01135,2026-05-23,P014,3,acceptable overall with room to improve,True,2,United States
R01136,2025-11-02,P003,1,fit is too tight,True,3,United Kingdom
R01137,2026-05-28,P027,3,works as expected,True,4,United States
R01138,2025-08-28,P013,3,acceptable overall with room to improve,True,1,United States
R01139,2026-06-15,P017,5,easy to set up and use,True,2,United States
R01140,2025-08-23,P025,5,easy to set up and use,True,0,United States
R01141,2025-12-14,P004,2,uncomfortable and badly sized,True,0,United Kingdom
R01142,2026-05-11,P005,1,not worth the price,True,4,United Kingdom
R01143,2026-02-22,P008,4,works intuitively,True,8,United States
R01144,2026-02-18,P004,5,still works perfectly after months,True,2,United Kingdom
R01145,2025-10-18,P003,4,arrived early and well packaged,True,2,United Kingdom
R01146,2025-12-21,P028,1,not worth the price,True,9,Canada
R01147,2026-01-02,P016,4,works intuitively,True,2,Canada
R01148,2025-09-03,P015,5,excellent price to performance,True,2,United States
R01149,2026-07-30,P006,2,stopped working after a few weeks,True,0,United Kingdom
R01150,2025-12-23,P021,2,fit is too tight,True,2,United States
R01151,2026-02-28,P016,5,worth every dollar,True,0,United States
R01152,2025-12-07,P021,2,ok,True,0,United States
R01153,2026-02-17,P010,1,frustrating to use,True,0,Germany
R01154,2026-04-14,P009,5,excellent build quality,True,7,United States
R01155,2026-02-02,P012,5,worth every dollar,True,1,Germany
R01156,2025-08-17,P016,4,fits perfectly and feels comfortable,True,5,United States
R01157,2025-09-12,P017,2,instructions are unclear,True,2,Canada
R01158,2026-01-02,P025,5,size and fit are exactly right,True,4,Australia
R01159,2026-05-25,P014,4,works intuitively,True,0,United States
R01160,2026-04-17,P015,3,does what the listing says,True,2,Australia
R01161,2025-08-01,P019,2,still works perfectly after months,False,2,United Kingdom
R01162,2026-07-03,P010,5,simple controls and clear instructions,True,3,United States
R01163,2026-05-04,P023,1,broke much sooner than expected,True,2,United Kingdom
R01164,2025-11-27,P022,5,shipping was smooth,True,3,Canada
R01165,2026-04-24,P002,3,durability is unacceptable,True,4,United States
R01166,2025-08-04,P001,2,stopped working after a few weeks,True,0,Germany
R01167,2025-08-26,P017,5,easy to set up and use,True,2,United States
R01168,2026-07-03,P007,2,delivery took far too long,True,5,Australia
R01169,2025-12-17,P005,5,simple controls and clear instructions,True,1,United States
R01170,2026-05-07,P026,4,easy to set up and use,True,3,United States
R01171,2025-12-13,P012,4,still works perfectly after months,True,1,Canada
R01172,2026-06-05,P002,5,still works perfectly after months,True,3,United Kingdom
R01173,2026-06-01,P003,1,defective finish out of the box,False,3,United States
R01174,2025-11-30,P021,4,arrived early and well packaged,True,3,United States
R01175,2026-03-16,P002,5,has held up really well,True,2,United States
R01176,2026-03-06,P010,4,excellent build quality,True,2,United States
R01177,2026-07-17,P027,3,average experience,True,7,Australia
R01178,2026-03-31,P026,3,does what the listing says,True,4,United States
R01179,2026-04-14,P029,4,works intuitively,False,0,United States
R01180,2025-09-24,P025,5,simple controls and clear instructions,True,6,United States
R01181,2025-12-21,P002,1,stopped working after a few weeks,True,5,Germany
R01182,2026-06-07,P005,4,great value for the price,True,0,United States
R01183,2025-09-12,P029,3,acceptable overall with room to improve,True,3,United States
R01184,2026-06-18,P022,5,arrived early and well packaged,True,3,United Kingdom
R01185,2025-10-18,P029,4,easy to set up and use,True,7,Australia
R01186,2025-09-01,P002,2,broke much sooner than expected,True,1,United States
R01187,2026-03-12,P030,4,comfortable for long sessions,True,3,United States
R01188,2026-02-20,P029,5,arrived early and well packaged,True,1,United Kingdom
R01189,2026-06-29,P030,5,feels premium and reliable,True,0,United States
R01190,2026-06-24,P028,1,poor value compared with alternatives,True,10,United States
R01191,2026-04-03,P020,4,,True,3,United Kingdom
R01192,2026-06-02,P018,5,very durable in daily use,True,1,United States
R01193,2025-09-05,P009,3,confusing setup and difficult controls,True,5,Australia
R01194,2025-09-07,P019,4,still works perfectly after months,False,14,Canada
R01195,2025-12-24,P001,4,excellent price to performance,True,3,United States
R01196,2025-10-23,P016,5,fits perfectly and feels comfortable,False,2,United Kingdom
R01197,2026-06-24,P013,5,excellent build quality,True,4,United States
R01198,2026-04-28,P016,4,arrived early and well packaged,True,7,Australia
R01199,2025-08-20,P024,5,excellent price to performance,True,1,Canada
R01200,2026-02-23,P003,1,confusing setup and difficult controls,True,13,United States
R01201,2026-06-13,P018,4,very durable in daily use,True,5,Canada
R01202,2026-02-15,P022,5,fast delivery with no damage,True,14,United Kingdom
R01203,2026-03-01,P026,2,arrived late with damaged packaging,True,1,United States
R01204,2026-02-27,P016,5,shipping was smooth,True,1,United States
R01205,2026-02-10,P003,4,works intuitively,True,3,United Kingdom
R01206,2026-07-26,P006,5,comfortable for long sessions,True,1,United States
R01207,2025-11-12,P022,4,arrived early and well packaged,True,1,United Kingdom
R01208,2026-04-04,P016,3,does what the listing says,True,3,United States
R01209,2026-02-07,P022,1,box arrived crushed,True,2,Germany
R01210,2025-09-19,P019,4,arrived early and well packaged,True,1,United Kingdom
R01211,2026-06-15,P001,5,excellent price to performance,False,4,United States
R01212,2026-02-03,P006,5,better quality than expected,True,1,United States
R01213,2026-02-24,P020,3,uncomfortable and badly sized,True,3,United States
R01214,2025-10-16,P018,5,feels premium and reliable,True,1,United States
R01215,2025-08-20,P004,4,worth every dollar,True,2,United States
R01216,2026-04-01,P018,5,works intuitively,True,5,United Kingdom
R01217,2025-09-29,P029,5,easy to set up and use,True,4,United States
R01218,2026-07-07,P019,4,very durable in daily use,False,2,Canada
R01219,2025-10-13,P027,4,better quality than expected,True,1,Germany
R01220,2026-06-07,P018,4,size and fit are exactly right,True,3,Australia
R01221,2026-02-23,P005,5,arrived early and well packaged,True,2,United States
R01222,2025-11-03,P012,5,feels premium and reliable,True,0,United Kingdom
R01223,2026-07-23,P030,5,shipping was smooth,True,1,Canada
R01224,2025-12-17,P021,1,fit is too tight,True,2,United States
R01225,2025-09-23,P030,5,feels premium and reliable,True,5,Canada
R01226,2026-04-23,P024,5,fits perfectly and feels comfortable,True,4,United Kingdom
R01227,2026-04-06,P018,5,works intuitively,True,1,Canada
R01228,2026-05-18,P008,2,poor value compared with alternatives,True,3,Australia
R01229,2026-06-26,P030,5,excellent price to performance,True,1,Germany
R01230,2026-05-18,P019,5,great value for the price,True,1,United Kingdom
R01231,2025-11-09,P006,4,very durable in daily use,True,0,Germany
R01232,2025-10-29,P003,4,worth every dollar,True,2,United States
R01233,2026-04-07,P030,5,excellent build quality,True,1,United Kingdom
R01234,2026-02-06,P015,4,feels premium and reliable,True,6,Canada
R01235,2026-03-20,P020,5,simple controls and clear instructions,True,1,Canada
R01236,2026-07-25,P028,3,poor value compared with alternatives,True,1,United Kingdom
R01237,2025-11-05,P024,3,average experience,True,7,United Kingdom
R01238,2025-08-08,P027,1,box arrived crushed,True,3,United States
R01239,2026-04-30,P030,5,excellent price to performance,True,3,United States
R01240,2025-08-21,P005,4,comfortable for long sessions,True,2,United States
R01241,2026-06-14,P024,3,confusing setup and difficult controls,True,0,United States
R01242,2026-01-01,P025,4,excellent build quality,True,1,Canada
R01243,2026-01-28,P010,4,works intuitively,False,0,Germany
R01244,2025-09-27,P005,5,works intuitively,True,1,Canada
R01245,2025-10-08,P015,4,excellent build quality,True,3,Canada
R01246,2026-02-03,P030,4,better quality than expected,True,0,Germany
R01247,2025-11-16,P006,5,worth every dollar,False,4,United States
R01248,2026-05-19,P012,1,frustrating to use,True,1,United States
R01249,2026-02-26,P009,5,better quality than expected,True,2,United States
R01250,2026-01-27,P025,4,shipping was smooth,True,1,United Kingdom
R01251,2025-09-26,P012,4,works intuitively,True,5,United States
R01252,2025-09-21,P028,2,not worth the price,True,5,United Kingdom
R01253,2026-03-18,P006,4,does what the listing says,True,2,United States
R01254,2025-10-17,P022,2,delivery took far too long,True,2,United Kingdom
R01255,2026-04-01,P029,1,instructions are unclear,True,2,United Kingdom
R01256,2026-04-29,P024,3,acceptable overall with room to improve,True,0,United Kingdom
R01257,2026-04-08,P002,4,still works perfectly after months,True,2,Australia
R01258,2025-09-27,P011,4,fast delivery with no damage,True,1,Canada
R01259,2025-10-03,P011,5,simple controls and clear instructions,True,1,United Kingdom
R01260,2026-01-30,P027,3,acceptable overall with room to improve,True,6,Australia
R01261,2026-06-30,P029,3,acceptable overall with room to improve,True,2,United States
R01262,2026-04-16,P013,1,fit is too tight,True,6,Germany
R01263,2026-06-11,P022,5,fast delivery with no damage,True,13,United States
R01264,2026-02-04,P007,4,works intuitively,True,1,United States
R01265,2025-12-13,P025,3,does what the listing says,True,4,Canada
R01266,2025-10-18,P025,5,simple controls and clear instructions,True,1,United Kingdom
R01267,2026-01-10,P010,5,very durable in daily use,True,3,United States
R01268,2025-11-16,P025,1,defective finish out of the box,True,7,Australia
R01269,2026-06-29,P026,5,comfortable for long sessions,True,1,Australia
R01270,2025-08-10,P001,5,simple controls and clear instructions,True,1,United States
R01271,2025-12-19,P001,5,fits perfectly and feels comfortable,True,2,United States
R01272,2026-06-06,P006,3,acceptable overall with room to improve,False,0,United States
R01273,2026-02-25,P017,5,simple controls and clear instructions,False,4,United Kingdom
R01274,2026-07-27,P013,2,stopped working after a few weeks,True,7,United States
R01275,2026-03-26,P027,4,fits perfectly and feels comfortable,True,5,Germany
R01276,2025-08-14,P010,4,has held up really well,True,2,United States
R01277,2026-05-24,P006,5,worth every dollar,True,2,United States
R01278,2025-09-13,P021,4,has held up really well,False,3,United States
R01279,2026-07-21,P030,4,acceptable overall with room to improve,True,3,Australia
R01280,2025-08-15,P006,5,excellent price to performance,True,6,United States
R01281,2026-05-02,P003,2,comfortable for long sessions,False,2,United States
R01282,2025-10-06,P023,5,worth every dollar,False,2,United States
R01283,2026-05-07,P016,5,comfortable for long sessions,True,4,United Kingdom
R01284,2025-08-12,P001,4,simple controls and clear instructions,True,2,United Kingdom
R01285,2025-08-14,P005,5,very durable in daily use,True,2,United States
R01286,2025-11-29,P019,4,comfortable for long sessions,True,2,Germany
R01287,2026-07-21,P020,5,better quality than expected,True,0,United Kingdom
R01288,2026-04-16,P005,5,excellent build quality,True,0,United States
R01289,2025-08-07,P029,5,fits perfectly and feels comfortable,False,0,United Kingdom
R01290,2026-03-26,P022,4,arrived early and well packaged,True,1,United Kingdom
R01291,2025-09-09,P029,5,works intuitively,True,2,United Kingdom
R01292,2025-09-06,P015,5,still works perfectly after months,True,2,United Kingdom
R01293,2025-11-10,P027,1,fit is too tight,False,0,United Kingdom
R01294,2025-10-20,P024,1,confusing setup and difficult controls,True,2,United States
R01295,2026-03-27,P015,2,poor build quality and cheap materials,True,4,United Kingdom
R01296,2026-03-24,P028,4,works intuitively,True,6,Australia
R01297,2026-05-04,P021,5,very durable in daily use,True,4,United Kingdom
R01298,2025-08-16,P030,4,easy to set up and use,False,3,United States
R01299,2025-09-08,P002,2,stopped working after a few weeks,True,0,United Kingdom
R01300,2025-12-26,P019,5,excellent price to performance,True,2,United Kingdom
R01301,2026-03-15,P007,4,very durable in daily use,True,1,United States
R01302,2026-05-03,P023,1,overpriced for what it offers,True,2,Australia
R01303,2026-04-27,P008,1,frustrating to use,True,5,United Kingdom
R01304,2026-04-18,P009,1,defective finish out of the box,True,7,Australia
R01305,2025-12-21,P015,4,comfortable for long sessions,True,2,United States
R01306,2025-12-29,P030,5,still works perfectly after months,True,0,Australia
R01307,2026-05-22,P019,5,comfortable for long sessions,True,3,Germany
R01308,2025-11-28,P005,4,great value for the price,True,0,United Kingdom
R01309,2026-04-05,P011,4,excellent build quality,True,9,United States
R01310,2026-07-20,P003,5,has held up really well,True,5,United States
R01311,2026-05-10,P001,1,defective finish out of the box,True,1,United Kingdom
